isbn;title;author_name;description;publish_date;cover_image_url
9786254295546;Çimen Yaprakları 3;Walt Whitman;Walt Whitman (1819-1892): Amerikan şiir geleneğinin önde gelen, kurucu şairlerinden Walt Whitman sokağın, kalabalıkların ve onları oluşturan bireylerin sözcüsüdür. Amerika’da demokrasi, ulus olma, beden ve cinsellik kavramlarını şiire taşıyan Whitman ilk modernist şairlerdendir. Çimen Yaprakları’nın ilk baskısı 1855 yılında yapıldı, bir önsöz ve 12 başlıksız şiirden ibaretti. Whitman yaşamı boyunca yazdığı şiirleri kitabına ekleyerek defalarca yeni baskılarını hazırladı. Son günlerini yine Çimen Yaprakları’nın son baskısını düzenleyerek geçirdi. Ölüm döşeği edisyonu olarak adlandırılan bu baskıda şairin “Yolculuğun Sonundan Geriye Doğru Bir Bakış” adlı yazısıyla birlikte kitap 438 sayfaydı ve 400 civarında şiirden oluşuyordu. Çimen Yaprakları’nı oluşturan bütün şiirler Hasan Âli Yücel Klasikler Dizisi’nde yayımlanırken dört ciltte toplandı. Elinizdeki kitap bu ciltlerin üçüncüsüdür.;3.10.2023;https://img.kitapyurdu.com/v1/getImage/fn:11776385/wh:true/wi:800
9786254295256;Dünya Düşünürleri Gözüyle Atatürk ve Cumhuriyeti;Özer Ozankaya;"Atatürk, Türk Devrimi, Türkiye Cumhuriyeti… Türk ulusunun bağımsız bir çağdaş toplum olarak varlığını koruyabilmesinin simgeleri olan bu kavramların dünyanın seçkin bilim ve siyaset insanları tarafından nasıl anlaşıldığını merak etmiş miydiniz?
Özer Ozankaya, Fransa’dan Azerbaycan’a, Rusya’dan Senegal’e, ABD’den Japonya’ya, alanlarında isim yapmış düşünürlerle, işte bu amaçla söyleşiyor. Atatürk, Cumhuriyet ve Devrimlerin yabancı gözüyle nasıl göründüğünü saptayarak, Türkiye’nin ve yakın tarihinin genel görünüşünü başka bir bakış açısıyla çiziyor.
Bu söyleşilerde Atatürk’ün ve Cumhuriyet’in olağan sayılan pek çok kazanımının, nasıl “bir uygarlık projesi” olarak değerlendirilmesi gerektiği vurgulanıyor:
Çağdaşlaşma, ulusal egemenlik, siyasetten ekonomiye tam bağımsızlık, laiklik, hukuk devrimi, dil devrimi, kadın hakları…";4.09.2023;https://img.kitapyurdu.com/v1/getImage/fn:11762580/wh:true/wi:800
9786052194836;Dürdane Hanım;Ahmet Mithat Efendi;"Dönemine göre sıradışı, bağımsız ve güçlü bir kadın olan Ulviye Hanım, aynı zamanda edebiyata düşkün, sıkı bir roman okurudur. Gün gelir okuduklarıyla yetinmeyerek gerçek bir olayın nasıl yaşanabileceği merakına kapılır. Bunun için karşı yalıdaki komşusu Dürdane Hanım’ı henüz icat edilen telefon aletiyle dinlemeye başlar: Dürdane Hanım saplantı derecesinde âşıktır, üstelik kendisine eskisi kadar yüz vermeyen sevgilisinden bebek beklemektedir. Bu tam da Ulviye Hanım’ın aradığı türden bir hikâyedir. Kendisi de bu hikâyeye kâh erkek kılığına girerek, kâh hafiye gibi iz sürerek, kâh hemcinsi adına intikam planları kurarak dâhil olur.
 
Henüz 17 Yaşında romanında Beyoğlu’nun eğlence hayatını tasvir eden Ahmet Mithat, bu eserinde de bizi Galata âlemlerine götürür. Bir vakitler yeniçerilerin mekânı olan, sonra müdavimlerinin ayaktakımıyla yer değiştirdiği Galata, çok kültürlü yapısı, karnavalları ve belalılarıyla hem korkulan hem cezbeden bir yer olarak okura kapılarını açar.";3.06.2023;https://img.kitapyurdu.com/v1/getImage/fn:11725741/wh:true/wi:800
9786254050565;El Cid;Pierre Corneille;Pierre Corneille (1606-1684): Klasik Fransız tragedyasının kurucusu kabul edilir. Orta sınıf bir ailenin çocuğudur ve Cizvit eğitimi almıştır. Yirmi yaşına gelmeden yazdığı ilk oyunu Paris’te başarıyla sahnelenmiş ve parlak bir kariyerin ilk adımı olmuştur. Şair 1647’de Académie Française’e girmeye hak kazanmıştır. El Cid 1637 yılında önce bir trajikomedya, daha sonra tragedya olarak yayımlanmış ve aynı yıl sahneye konmuştur. İspanya’nın millî kahramanını konu alan oyun, klasik dramanın üç uyum kuralına tam olarak uymayışı ve konuyu bir kahramanlık hikâyesindense iki âşığın trajedisi olarak işleyişiyle döneminde tartışma yaratmasına rağmen Fransız tiyatro yazarlığının şahikası kabul edilir. Aile şerefi için sevdiği Jimena’nın babasını öldürmek zorunda kalan Don Rodrigo’yla, kader tarafından babasının öcünü almakla sevgilisinin hayatı arasında bir seçime zorlanan Jimena’nın dokunaklı hikâyesini anlatır.;1.09.2020;https://img.kitapyurdu.com/v1/getImage/fn:11265130/wh:true/wi:800
9786053606383;Elektra;Sophokles;"Sophokles (MÖ 495-406): Yunan tragedyasının en önemli yazarları arasında adı ilkönce hatırlanan Sophokles, konuları işleyişi ve oyundaki karakterleri canlandırmakta ustalığıyla ayrı bir yere sahiptir. Tiyatro tekniğini geliştirmiş, diyaloglara, dekor ve kostüme önem vermiştir. Tragedyalarında dönemin yazarlarında rastlanmayan derli toplu bir içyapı görülür. Eserlerinde yazgı sorununu her zaman ön planda tutar. Katıldığı yarışmalarda yirmiden fazla ödül almıştır. Yüz yirmi üç tragedya yazan Sophokles’in eserlerinden sadece Aias, Antigone, Kral Oidipus, Elektra, Trakhisli Kadınlar, Philoktetes, Oidipus Kolonos’ta günümüze ulaşabilmiştir. Sophokles’in bütün eserleri Hasan Âli Yücel Klasikler Dizisi’nde yayımlanmıştır
Azra Erhat (1915-1982): Tercüme Bürosu’nun en önemli çevirmenlerinden ve kültür hayatımızın Mavi Uygarlık hareketinin en etkin üyelerinden biridir. Ortaklaşa yaptığı Homeros ve Hesiodos çevirilerinin yanı sıra, dilimize telif bir Mitoloji Sözlüğü kazandıran Erhat, ustası saydığı Halikarnas Balıkçısı ve Sabahattin Eyüboğlu’nun kimi yapıtlarını da yayına hazırlamıştır.
Elektra –  Önsöz’den
Elektra tragedyasına konu olan efsaneyi evvela Aiskhylos Agamemnon, Khoephoroi ve Eumenides adlı trilogyasında, sonra da Euripides Elektra adlı tragedyasında kullanmıştır. Bu iki Elektra’dan hangisinin önce yazıldığı kesin olarak bilinmiyor. Fakat bugün genellikle Sophokles’in Elektra’sının 420 senesinde, Euripides’in piyesininse 413’te temsil edildiği kabul edilmektedir.
Homeros’ta lirik şiir ve tragedyada büyük bir rol oynayan Pelops oğullarının efsanesini kısaca anlatalım.
Tantalos’un oğlu Pelops’un iki oğlu varmış: Atreus ile Thyestes. Her ikisi de Argos’ta hüküm sürüyormuş, fakat aralarında çıkan bir kavga yüzünden Thyestes kaçmak zorunda kalmış. Ama kardeşinden bir gün intikam almak amacıyla Atreus’un oğlu Pleisthenes’i beraberinde götürmüş. Pleisthenes büyüyünce onu Argos’a Atreus’u öldürmeye göndermiş. Atreus suikastın farkına varmış, fakat idam ettiği gencin kendi oğlu olduğunu anlayınca Thyestes’in iki oğlunu kesmiş ve Mykenai kalesinde güya kardeşi ile barışmak için verdiği bir ziyafette onları Thyestes’e yedirmiş. Bu iğrenç cinayete öfkelenen tanrılar Pelops soyuna lanet etmişler. Thyestes’in Aigisthos isminde bir oğlu daha varmış. Atreus soyundan öç almak ona düşmüş. Atreus’un iki oğlu olmuş: Agamemnon ile Menelaos. Mykenai ve Argos’ta hüküm süren Agamemnon Klytaimnestra ile, Sparta kra lı Menelaos ise güzelliği ile meşhur Helena ile evlenmişler. Paris Helena’yı Troia’ya kaçırınca Akhalıların ordusu Agamemnon’un kumandası altında toplanmış.
Fakat rüzgârların esmeyişi gemilerin Aulis’ten hareket etmelerine engel olmuş. Agamemnon kızı Iphigeneia’yı tanrıça Artemis’e kurban etmekle, donanmanın yola çıkmasını sağlamış…";15.05.2019;https://img.kitapyurdu.com/v1/getImage/fn:12065473/wh:true/wi:800
9786052958469;Enkheiridion;Epiktetos;Epiktetos (yaklaşık olarak MS 50-125/130): Roma İmparatorluğu döneminin en önemli ve en meşhur filozoflarındandır. Muhtemelen çocukken Roma’ya gelmiş, kendisi de bir zamanlar köle olan özgür Epaphroditus’un kölesi olmuştur. Epiktetos dönemin en büyük Stoacı öğretmeni Musonius Rufus’un derslerine katılmış, düşüncelerinin peşinden gitmiştir. Kölelikten azat edildikten sonra, İmparator Domitianus döneminde filozofların sürgün edilmesi kararı üzerine Roma’dan ayrılmış, Kuzey Yunanistan’daki Nicopolis’te okulunu kurmuştur. Birçok soylu Romalı onun öğrencisi olmuş, bunlardan Lucius Flavius Arrianus öğretilerini Sokrates gibi kaleme almamış olan Epiktetos’tan öğrendiklerini Diatribai ve Enkheiridion adlı iki ayrı metinde toplayıp günümüze ulaşmasını sağlamıştır. Diatribai’da Stoa etiğinin temel unsurları kapsamlı bir şekilde ele alınmıştır, daha kısa olan Enkheiridion ise sözlük anlamı gibi onun “rehber” olarak kullanılabilecek bir özeti sayılır.;6.08.2019;https://img.kitapyurdu.com/v1/getImage/fn:9403405/wh:true/wi:800
9789754588965;Eşekarıları, Kadınlar Savaşı ve Diğer Oyunlar;Aristophanes;"Aristophanes (İ.Ö. 450 civarı-İ.Ö. 388 civarı): Yaşamı hakkında hemen hiç bir şey bilinmeyen, yazdığı kırk kadar oyundan günümüze ulaşan on bir tanesiyle kenti Atina’dan yola çıkarak, çağının tanıklığıyla komedya sanatının tüm inceliklerini buluşturabilmiş gerçek bir tiyatro atasıdır.
Nitekim, elinizdeki ciltte biraraya getirilen
Eşekarıları, Kuşlar ve ""Barış Oyunları"" olarak da adlandırılan Barış, Kömürcüler ve Kadınlar Savaşı da yazarın, kendinden sonraki tüm çağların seyirci ve oyun yazarlarını neden etkilemeyi sürdürdüğünün en iyi kanıtlarıdır.";25.10.2019;https://img.kitapyurdu.com/v1/getImage/fn:150770/wh:true/wi:800
9786257751483;Eylül;Mehmet Rauf;Servet-i Fünun dergisinde 1900 yılında tefrikaya edilmeye başlanan Eylül, yazarına büyük bir şöhret, edebiyatımıza da psikolojik romanın ilk başarılı örneğini kazandırır. Roman, konusunu döneminde oldukça revaçta olan yasak aşktan alır. Fakat Eylül’de yaşanan aşk masumiyet ve yüceliğine gölge düşürülmeden korunmak istenir. Böylece bakışların konuştuğu, müziğin eşlik ettiği, neredeyse sessiz bir ilişki başlar. Öte yandan karakterler mutluluğu, sevgiyi, toplumsal bağları sorguladıkları, ihtiraslar, çelişkiler, yükseliş ve düşüşlerle dolu oldukça sesli bir iç dünya içindedirler.Mehmet Rauf bu dünyayı İstanbul’un muhteşem güzellikteki Boğaz köyleriyle, müzikle, mevsim geçişleriyle ilmek ilmek örerken duygu betimlemeleri ve tahlilleriyle de unutulmaz bir eser yaratır.;9.08.2023;https://img.kitapyurdu.com/v1/getImage/fn:11223545/wh:true/wi:800
9786053327837;Feniçka;Lou Andreas-Salome;Lou Andreas-Salomé modern anlamda “feminist” olarak tarif edilemese de, bağımsız ve özgürlükçü yaşamıyla kuşaklar boyu feministler için bir rol model oldu. Nietzsche, Rilke ve Freud gibi önemli şahsiyetlerle kurduğu dostluklarla ve onlar üzerindeki etkisiyle gündeme geldi. Avrupa üniversitelerinde öğrenim gören ilk kadınlardan biri olarak, erkeklerle ilişkileri çağının kadınlarına göre farklı bir seyir izlemişti. Feniçka, Andreas-Salomé’nin Alman oyun yazarı Franz Wedekind’le yaşadığı, daha sonra Alban Berg’in Lulu adlı operasının librettosuna da konu olan bir deneyime dayanır. Geleneksel cinsiyetler arası ilişkileri pek umursamayan, İsviçre’de doktorasını yapmış Moskovalı bir kadının bir erkek psikoloğun gözünden anlatılan hikâyesidir. Anlatıcı yapıtın akışı içinde Feniçka’yla dostluğunu ilerletirken, kadınları her daim belli şablonlar içinde, ya erkek avcıları ya da salt zihinsel kapasiteleriyle öne çıkan cinsiyetsiz varlıklar olarak değerlendirmekten vazgeçip, insan olarak görmeyi öğrenir.;13.07.2022;https://img.kitapyurdu.com/v1/getImage/fn:1409810/wh:true/wi:800
9786253840563;Figüran;Didier Blonde;"1968. Paris’te bir lise öğrencisi olan anlatıcımız bir tesadüf eseri kendini François Truffaut’nun Çalıntı Öpücükler filminin setinde buluverir. Öncüleri arasında Truffaut’nun yanı sıra Godard, Rohmer, Rivette gibi yönetmenlerin olduğu Fransız sinemasının kült akımı Yeni Dalga’nın son demleri yaşanırken kendisi de bir sinemasever olan kahramanımızın sete adım atışı yetmişlere kadar sürecek figüranlık kariyerini başlatmakla kalmayacak, onu ilk görüşte âşık olduğu bir diğer figüranla yani Judith’le tanıştıracaktır.
2014. Truffaut’nun ölümünün otuzuncu yılı şerefine düzenlenen retrospektifte anlatıcımız figüranlık yaptığı filmi yeniden izleme şansı bulur. Beyazperdede gençliği ve o yıllar âşık olduğu Judith belirdiğinde, yıllar önce izini kaybettiği bu kadının peşine düşmeye karar verir. Tutku dolu, hatta saplantıya varan bu araştırma onu, geçmişin hayaletleriyle dolu bir Paris’te kaybolmuş zamanın izinde bir yolculuğa çıkaracaktır.
Kitaplarında otobiyografik öğelerin yanı sıra sinemanın unutulmuş oyuncu ve figüranlarına da yer veren Didier Blonde’dan yarım kalan aşklara ve zamanın acımasızlığına dair dokunaklı bir roman.";6.05.2025;https://img.kitapyurdu.com/v1/getImage/fn:12063647/wh:true/wi:800
9786254294846;Fotoğrafların Anlattığı – Aile Belleğini Yeniden Okumak;Chrıstıne Ulıvuccı;"Neden bazı insanlar tüm zamanlarını çevrelerinin fotoğrafını çekerek geçirirler? Fotoğraflar neden bazı ailelerde daha göz önündeyken başka ailelerde ortada görünmez? Fotoğraflar ailemizin bilinçdışıyla ilgili neleri açığa vurur?
Aile fotoğraflarını, otoportreleri, tatil, ev ve manzara fotoğraflarını okumayı öğreten bu güzel denemede Christine Ulivucci, görüntülerin mahrem sırlarımızı ve yaralarımızı nasıl içinde barındırdığını ve bizi nasıl iyileştirebileceğini gösteriyor.";14.08.2023;https://img.kitapyurdu.com/v1/getImage/fn:11754056/wh:true/wi:800
9786257999182;Fragmanlar;Herakleitos;Herakleitos (MÖ yaklaşık 540-480): Sadece Antik Yunanda değil, tüm felsefe tarihinde en önemli ve en etkili filozoflardan biridir. Öğretisinin farklı unsurları kadar tarihsel yönü tartışmalı olan teatral kişiliği de onu çağlar boyunca anılan ünlü bir figüre dönüştürmüştür. Yaşamıyla ilgili bilinenler diğer Sokrates öncesi filozoflar gibi kendinden sonraki yazarların yazdıklarına dayanmaktadır. Kapalı bir dil kullandığı için “karanlık” olarak anılan Herakleitos kendisini insanların da parçası olduğu kosmosun oluşumu ve yapısıyla ilgili en önemli hakikate ermiş olarak görür. Kosmosunda geçerli olan üç temel önerme vardır: Karşıtlar birbiriyle uyumludur, her şey sürekli devinim ve değişim halindedir, kosmos her daim canlı kalan ateştir. Hem fiziksel hem de ruhsal değişim süreçlerini tek bir dönüşüm öğretisiyle açıklayan filozof, insan yasalarını tanrısal logosla ilişkili görmüş ve politik aklı tanrısal logosla birleştirerek felsefede etikle fiziği ilk defa birbirine örmüştür.;6.01.2020;https://img.kitapyurdu.com/v1/getImage/fn:10515095/wh:true/wi:800
9789754587159;Gargantua;François Rabelais;"Eşsiz bir mizah şaheseri olan Gargantua, roman sanatının doğuşunu müjdeleyen çağın, en önemli kitaplarından biridir. Rabelais'nin bu inanılmaz zenginlikteki yapıtında herşey bir aradadır: Gerçeğe benzerlik, gerçeğe benzemezlik, istiare, yergi, devler ve normal insanlar, küçük öyküler, içedönüşler, gerçek ve düşsel yolculuklar, bilgince tartışmalar...
Rabelais daha kitabın ilk sayfalarında kahramanı Gargantua'yı dünya sahnesine anasının kulağından indirerek, okurla kendisi arasında bir sözleşme yapar: Olağanüstü olaylar söz konusu olsa da, burada anlatılanlar ciddi şeyler değildir, der. ""Ciddi olmayan"" ile ""olağanüstü""nün uzlaştığı bir roman, (bir efsane, bir güldürü ya da bir destan) diyebiliriz Gargantua için.
Rabelais'in sözleriyle:
""Bu kitabı okuyan okur dostlar
Atın içinizden her türlü kuşkuyu
Okurken de irkilmeyin sakın
Ne kötülük var içinde ne muzurluk
Doğrusu güldürmekten başka da
Bir hüner bulamayacaksınız pek
Başka yola gidemiyor gönlüm
Sizleri dertler içinde görürken
Gülen kitap yeğdir ağlayan kitaptan
Gülmektir çünkü insanı insan eden""";19.01.2019;https://img.kitapyurdu.com/v1/getImage/fn:200899/wh:true/wi:800
9786253840709;Gelibolu;Alan Moorehead;"“Mustafa Kemal saldırının başından beri Anzak cephesinde, en şiddetli çarpışmaların ortasındadır. Komutası altındaki 19. Tümen, Yeni Zelanda ilerleyişinin ilk darbesini karşılamış, 7 Ağustos’ta Avustralya hafif süvarilerini yok etmiş, o andan bu yana da gece gündüz savaşa devam etmiştir. Kemal’in gözünde Türklerin durumu ‘son derecede hassastır’. Bu görüşlerini 8 Ağustos’ta Liman’ın kurmay başkanına telefonda iletir. Ona göre Conkbayırı’ndaki karışıklığı düzeltmek üzere hemen bir şeyler yapılmazsa, tüm vadiden çekilmek zorunda kalacaklardır. Bu nedenle bütün cephenin tek bir komuta altında toplanması gerekir. ‘Eldeki bütün birliklerin komutam altına girmesinden başka çare yoktur’ der.”
İtilaf Devletleri’nin Çanakkale harekâtının amacı Boğazlar’ı geçip başkent İstanbul'u ele geçirmek, böylece Osmanlı İmparatorluğu’nu savaş dışı bırakarak Almanya’yla savaşan Rus ordusuna destek sağlamaktı. Alan Moorehead, resmi kayıtlar, belgeler, özel mektuplar, günlükler ve hatıralardan faydalanarak iki tarafın savaş hazırlıklarını, Çanakkale deniz ve kara muharebelerini, siyasi ve askeri sonuçlarını aktarıyor.";21.05.2025;https://img.kitapyurdu.com/v1/getImage/fn:12064355/wh:true/wi:800
